FMS_STATION,FMS_STATION_NAME,FMS_COST_CENTER,FMS_COST_CENTER_NAME,IFAMS_PARTITION,IFAMS_DIVISION_CODE,IFAMS_DIVISION_CODE_NAME,IFAMS_INTERNAL_ORG_CODE,IFAMS_INTERNAL_ORG_CODE_NAME,IFAMS_LOCATION_CODE,IFAMS_LOCATION_CODE_NAME,LOAD_DATE
325,CLEVELAND OH              VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3250001,Cleveland Field Programs,B32503010,Director's Office - Cleveland,441992068-00,1240 East Ninth St,
325,CLEVELAND OH              VARO,303000,NATIONAL CALL CENTER,VBA,B3250001,Cleveland Field Programs,B32501330,National Call Center - Cleveland,441992068-00,1240 East Ninth St,
325,CLEVELAND OH              VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3250001,Cleveland Field Programs,B32503040,Compensation Service - Cleveland,441992068-00,1240 East Ninth St,
325,CLEVELAND OH              VARO,305000,VBA-LOAN GUARANTY,VBA,B3250004,Cleveland Loan Guaranty,B32503050,Regional Loan Center - Cleveland,441992068-00,1240 East Ninth St,
325,CLEVELAND OH              VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3250001,Cleveland Field Programs,B32503080,VRES - Cleveland,441992068-00,1240 East Ninth St,
325,CLEVELAND OH              VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3250001,Cleveland Field Programs,B32503094,Human Resources - Cleveland,441992068-00,1240 East Ninth St,
325,CLEVELAND OH              VARO,304500,AMO-GENERAL,VBA,B3250002,Cleveland Appeals Management,B32503045,AMO - Cleveland,441992068-00,1240 East Ninth St,
328,CHICAGO IL VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3280001,Chicago Field Programs,B32803010,Director's Office - Chicago,606124281-00,2122 W Taylor St,
328,CHICAGO IL VARO,303000,NATIONAL CALL CENTER,VBA,B3280001,Chicago Field Programs,B32801330,National Call Center - Chicago,606124281-00,2122 W Taylor St,
328,CHICAGO IL VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3280001,Chicago Field Programs,B32803040,Compensation Service - Chicago,606124281-00,2122 W Taylor St,
328,CHICAGO IL VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3280001,Chicago Field Programs,B32803080,VRES - Chicago,606124281-00,2122 W Taylor St,
328,CHICAGO IL VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3280001,Chicago Field Programs,B32803094,Human Resources - Chicago,606124281-00,2122 W Taylor St,
328,CHICAGO IL VARO,304500,AMO-GENERAL,VBA,B3280002,Chicago Appeals Management,B32803045,AMO - Chicago,606124281-00,2122 W Taylor St,
307,BUFFALO NY VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3070001,Buffalo Field Programs,B30703010,Director's Office - Buffalo,142022478-00,130 S Elmwood Ave,
307,BUFFALO NY VARO,303000,NATIONAL CALL CENTER,VBA,B3070001,Buffalo Field Programs,B30701330,National Call Center - Buffalo,142022478-00,130 S Elmwood Ave,
307,BUFFALO NY VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3070001,Buffalo Field Programs,B30703040,Compensation Service - Buffalo,142022478-00,130 S Elmwood Ave,
307,BUFFALO NY VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3070001,Buffalo Field Programs,B30703080,VRES - Buffalo,142022478-00,130 S Elmwood Ave,
307,BUFFALO NY VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3070001,Buffalo Field Programs,B30703094,Human Resources - Buffalo,142022478-00,130 S Elmwood Ave,
307,BUFFALO NY VARO,309600,VBA-SUPPORT SERVICES,VBA,B3070001,Buffalo Field Programs,B30703096,Support Services - Buffalo,142022478-00,130 S Elmwood Ave,
307,BUFFALO NY VARO,307000,VBA-EDUCATION SERVICE,VBA,B3070003,Buffalo Education Service,B30703070,Education Service - Buffalo,142022478-00,130 S Elmwood Ave,
307,BUFFALO NY VARO,304500,AMO-GENERAL,VBA,B3070002,Buffalo Appeals Management,B30703045,AMO - Buffalo,142022478-00,130 S Elmwood Ave,
301,BOSTON MA                VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3010001,Boston Field Programs,B30103010,Director's Office - Boston,022030002-00,15 New Sudbury St,
301,BOSTON MA                VARO,303000,NATIONAL CALL CENTER,VBA,B3010001,Boston Field Programs,B30101330,National Call Center - Boston,022030002-00,15 New Sudbury St,
301,BOSTON MA                VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3010001,Boston Field Programs,B30103040,Compensation Service - Boston,022030002-00,15 New Sudbury St,
301,BOSTON MA                VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3010001,Boston Field Programs,B30103080,VRES - Boston,022030002-00,15 New Sudbury St,
301,BOSTON MA                VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3010001,Boston Field Programs,B30103094,Human Resources - Boston,022030002-00,15 New Sudbury St,
301,BOSTON MA                VARO,309600,VBA-SUPPORT SERVICES,VBA,B3010001,Boston Field Programs,B30103096,Support Services - Boston,022030002-00,15 New Sudbury St,
301,BOSTON MA                VARO,304500,AMO-GENERAL,VBA,B3010002,Boston Appeals Management,B30103045,AMO - Boston,022030002-00,15 New Sudbury St,
347,BOISE ID VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3470001,Boise Field Programs,B34703010,Director's Office - Boise,837024531-00,444 W Fort St,
347,BOISE ID VARO,303000,NATIONAL CALL CENTER,VBA,B3470001,Boise Field Programs,B34701330,National Call Center - Boise,837024531-00,444 W Fort St,
347,BOISE ID VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3470001,Boise Field Programs,B34703040,Compensation Service - Boise,837024531-00,444 W Fort St,
347,BOISE ID VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3470001,Boise Field Programs,B34703080,VRES - Boise,837024531-00,444 W Fort St,
347,BOISE ID VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3470001,Boise Field Programs,B34703094,Human Resources - Boise,837024531-00,444 W Fort St,
347,BOISE ID VARO,309600,VBA-SUPPORT SERVICES,VBA,B3470001,Boise Field Programs,B34703096,Support Services - Boise,837024531-00,444 W Fort St,
347,BOISE ID VARO,304500,AMO-GENERAL,VBA,B3470002,Boise Appeals Management,B34703045,AMO - Boise,837024531-00,444 W Fort St,
313,BALTIMORE MD VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3130001,Baltimore Field Programs,B31303010,Director's Office - Baltimore,212012825-00,31 Hopkins Plz,
313,BALTIMORE MD VARO,303000,NATIONAL CALL CENTER,VBA,B3130001,Baltimore Field Programs,B31301330,National Call Center - Baltimore,212012825-00,31 Hopkins Plz,
313,BALTIMORE MD VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3130001,Baltimore Field Programs,B31303040,Compensation Service - Baltimore,212012825-00,31 Hopkins Plz,
313,BALTIMORE MD VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3130001,Baltimore Field Programs,B31303080,VRES - Baltimore,212012825-00,31 Hopkins Plz,
313,BALTIMORE MD VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3130001,Baltimore Field Programs,B31303094,Human Resources - Baltimore,212012825-00,31 Hopkins Plz,
313,BALTIMORE MD VARO,309600,VBA-SUPPORT SERVICES,VBA,B3130001,Baltimore Field Programs,B31303096,Support Services - Baltimore,212012825-00,31 Hopkins Plz,
313,BALTIMORE MD VARO,304500,AMO-GENERAL,VBA,B3130002,Baltimore Appeals Management,B31303045,AMO - Baltimore,212012825-00,31 Hopkins Plz,
316,ATLANTA GA VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3160001,Atlanta Field Programs,B31603010,Director's Office - Atlanta,300334032-00,1700 Clairmont Rd,
316,ATLANTA GA VARO,303000,NATIONAL CALL CENTER,VBA,B3160001,Atlanta Field Programs,B31601330,National Call Center - Atlanta,300334032-00,1700 Clairmont Rd,
316,ATLANTA GA VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3160001,Atlanta Field Programs,B31603040,Compensation Service - Atlanta,300334032-00,1700 Clairmont Rd,
316,ATLANTA GA VARO,305000,VBA-LOAN GUARANTY,VBA,B3160004,Atlanta Loan Guaranty,B31603050,Regional Loan Center - Atlanta,300334032-00,1700 Clairmont Rd,
316,ATLANTA GA VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3160001,Atlanta Field Programs,B31603080,VRES - Atlanta,300334032-00,1700 Clairmont Rd,
316,ATLANTA GA VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3160001,Atlanta Field Programs,B31603094,Human Resources - Atlanta,300334032-00,1700 Clairmont Rd,
316,ATLANTA GA VARO,309600,VBA-SUPPORT SERVICES,VBA,B3160001,Atlanta Field Programs,B31603096,Support Services - Atlanta,300334032-00,1700 Clairmont Rd,
316,ATLANTA GA VARO,307000,VBA-EDUCATION SERVICE,VBA,B3160003,Atlanta Education Service,B31603070,Education Service - Atlanta,300334032-00,1700 Clairmont Rd,
316,ATLANTA GA VARO,304500,AMO-GENERAL,VBA,B3160002,Atlanta Appeals Management,B31603045,AMO - Atlanta,300334032-00,1700 Clairmont Rd,
101,VA CENTRAL OFFICE,304500,AMO-GENERAL,VBA,B2102000,Appeals Management Office (AMO),B30450000,Appeals Management Office (AMO),204211100-00,"1722 I St, NW",
463,ANCHORAGE VA MEDICAL CENTER,301000,VBA-EXECUTIVE DIRECTION,VBA,B3630001,Anchorage Field Programs,B36303010,Director's Office - Anchorage,995046104-00,1201 N Muldoon Rd,
463,ANCHORAGE VA MEDICAL CENTER,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3630001,Anchorage Field Programs,B36303040,Compensation Service - Anchorage,995046104-00,1201 N Muldoon Rd,
463,ANCHORAGE VA MEDICAL CENTER,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3630001,Anchorage Field Programs,B36303080,VRES - Anchorage,995046104-00,1201 N Muldoon Rd,
463,ANCHORAGE VA MEDICAL CENTER,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3630001,Anchorage Field Programs,B36303094,Human Resources - Anchorage,995046104-00,1201 N Muldoon Rd,
463,ANCHORAGE VA MEDICAL CENTER,309600,VBA-SUPPORT SERVICES,VBA,B3630001,Anchorage Field Programs,B36303096,Support Services - Anchorage,995046104-00,1201 N Muldoon Rd,
463,ANCHORAGE VA MEDICAL CENTER,304500,AMO-GENERAL,VBA,B3630002,Anchorage Appeals Management,B36303045,AMO - Anchorage,995046104-00,1201 N Muldoon Rd,
101,VA CENTRAL OFFICE,304533,AMO-Admin,VBA,B2102100,AMO - Program Administration Division,B30450100,AMO - Program Administration Division,204211100-00,"1722 I St, NW",
101,VA CENTRAL OFFICE,304536,AMO-Operations,VBA,B2102200,AMO - Appeals Operations Division,B30450200,AMO - Appeals Operations Division,204211100-00,"1722 I St, NW",
340,ALBUQUERQUE NM  VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3400001,Albuquerque Field Programs,B34003010,Director's Office - Albuquerque,871023118-00,"500 Gold Ave, SW",
340,ALBUQUERQUE NM  VARO,303000,NATIONAL CALL CENTER,VBA,B3400001,Albuquerque Field Programs,B34001330,National Call Center - Albuquerque,871023118-00,"500 Gold Ave, SW",
340,ALBUQUERQUE NM  VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3400001,Albuquerque Field Programs,B34003040,Compensation Service - Albuquerque,871023118-00,"500 Gold Ave, SW",
340,ALBUQUERQUE NM  VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3400001,Albuquerque Field Programs,B34003080,VRES - Albuquerque,871023118-00,"500 Gold Ave, SW",
340,ALBUQUERQUE NM  VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3400001,Albuquerque Field Programs,B34003094,Human Resources - Albuquerque,871023118-00,"500 Gold Ave, SW",
340,ALBUQUERQUE NM  VARO,309600,VBA-SUPPORT SERVICES,VBA,B3400001,Albuquerque Field Programs,B34003096,Support Services - Albuquerque,871023118-00,"500 Gold Ave, SW",
340,ALBUQUERQUE NM  VARO,304500,AMO-GENERAL,VBA,B3400002,Albuquerque Appeals Management,B34003045,AMO - Albuquerque,871023118-00,"500 Gold Ave, SW",
101,VA CENTRAL OFFICE,301012,VBA Office of Exec Review,VBA,B2000010,Office of Executive Review,B30100010,Office of Executive Review,200060001-00,1800 G St NW,
101,VA CENTRAL OFFICE,301013,VBA Ofc Prg Integ Int Control.,VBA,B2000020,Office of Performance Integrity and Internal Controls,B30100020,Office of Performance Integrity and Internal Controls,200060001-00,1800 G St NW,
101,VA CENTRAL OFFICE,301016,VBA Ofc Of Corp Comm. ,VBA,B2000040,Office of Communications and Marketing,B30100040,Office of Communications and Marketing,200060001-00,1800 G St NW,
101,VA CENTRAL OFFICE,301900,VBA Office of Strategic Initiatives and Collaboration (OSIC),VBA,B2100100,Office of Strategic Initiatives and Collaboration (OSIC),B30190000,Office of Strategic Initiatives and Collaboration (OSIC),200060001-00,1800 G St NW,
101,VA CENTRAL OFFICE,304071,VSC-Quality Review Team,VBA,B2104400,CS - Quality Assurance Staff Office,B30400400,CS - Quality Assurance Staff Office,200060001-00,1800 G St NW,
101,VA CENTRAL OFFICE,304017,Med Disab. & Examination Staff. ,VBA,B2104820,CS - MDE Quality Operations Division,B30400820,CS - MDE Quality Operations Division,337448700-00,9500 Bay Pines Blvd,
101,VA CENTRAL OFFICE,304508,AMO-RO Appeals DRO,VBA,B2102300,AMO - Decision Review Operations Center,B30450300,AMO - Decision Review Operations Center,204211100-00,"1722 I St, NW",
101,VA CENTRAL OFFICE,306100,Insurance Program Management and Actuarial Staff. ,VBA,B2106000,Insurance Service (IS),B30600000,Insurance Service (IS),191444867-00,5000 Wissahickon Ave,
201,VBA FINANCE CENTER,Any,Any,VBA,B2213100,OFM - VBA Finance Center,B30930100,OFM - VBA Finance Center,601410001-00,1st Ave North of 22nd St,
105,ALAC,Any,Any,VBA,B2213200,OFM - Administrative and Loan Accounting Center (ALAC),B30930200,OFM - Administrative and Loan Accounting Center (ALAC),787720001-00,1615 Woodward St,
384,CONTINENTAL DISTRICT,Any,Any,VBA,B2113384,Continental District Office - Denver,B38403013,Continental District Office - Denver,802281709-00,155 Van Gordon St,
393,SOUTHERN AREA OFFICE,Any,Any,VBA,B2113393,Southeast District Office - Nashville,B39303013,Southeast District Office - Nashville,372036812-00,3322 West End Ave,
394,CENTRAL AREA OFFICE,Any,Any,VBA,B2113394,Northeast District Office - St Louis,B39403013,Northeast District Office - St. Louis,631321555-00,9700 Page Ave,
395,WESTERN AREA OFFICE,Any,Any,VBA,B2113395,Pacific District Office - Phoenix,B39503013,Pacific District Office - Phoenix,850122458-00,3333 N Central Ave,
